date,count,department_name,year,month,day_of_week,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
2019-06-24,118,Broward County Sheriffs Office Department of Fire Rescue,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-25,153,Broward County Sheriffs Office Department of Fire Rescue,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-26,131,Broward County Sheriffs Office Department of Fire Rescue,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-27,138,Broward County Sheriffs Office Department of Fire Rescue,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-28,122,Broward County Sheriffs Office Department of Fire Rescue,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-29,122,Broward County Sheriffs Office Department of Fire Rescue,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-30,122,Broward County Sheriffs Office Department of Fire Rescue,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-02-01,35,Carmel Fire Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-02,20,Carmel Fire Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-03,22,Carmel Fire Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-04,18,Carmel Fire Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-05,24,Carmel Fire Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-06,25,Carmel Fire Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-07,19,Carmel Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-08,12,Carmel Fire Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-09,19,Carmel Fire Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-10,18,Carmel Fire Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-11,17,Carmel Fire Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-12,20,Carmel Fire Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-13,26,Carmel Fire Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-14,15,Carmel Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-15,20,Carmel Fire Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-16,8,Carmel Fire Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-17,14,Carmel Fire Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-18,22,Carmel Fire Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-19,15,Carmel Fire Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-20,16,Carmel Fire Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-21,17,Carmel Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-22,15,Carmel Fire Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-23,16,Carmel Fire Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-24,30,Carmel Fire Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-25,20,Carmel Fire Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-26,22,Carmel Fire Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-27,27,Carmel Fire Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-28,21,Carmel Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-03-01,12,Carmel Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-02,19,Carmel Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-03,20,Carmel Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-04,19,Carmel Fire Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-05,22,Carmel Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-06,24,Carmel Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-07,10,Carmel Fire Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-08,18,Carmel Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-09,17,Carmel Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-10,18,Carmel Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-11,18,Carmel Fire Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-12,19,Carmel Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-13,21,Carmel Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-14,39,Carmel Fire Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-15,17,Carmel Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-16,17,Carmel Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-17,24,Carmel Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-18,26,Carmel Fire Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-19,27,Carmel Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-20,21,Carmel Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-21,17,Carmel Fire Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-22,29,Carmel Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-23,26,Carmel Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-24,11,Carmel Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-25,18,Carmel Fire Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-26,28,Carmel Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-27,20,Carmel Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-28,20,Carmel Fire Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-29,25,Carmel Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-30,21,Carmel Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-31,14,Carmel Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-04-01,16,Carmel Fire Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-02,21,Carmel Fire Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-03,14,Carmel Fire Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-04,17,Carmel Fire Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-05,23,Carmel Fire Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-06,23,Carmel Fire Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-07,17,Carmel Fire Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-08,23,Carmel Fire Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-09,24,Carmel Fire Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-10,19,Carmel Fire Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-11,28,Carmel Fire Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-12,10,Carmel Fire Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-13,16,Carmel Fire Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-14,21,Carmel Fire Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-15,21,Carmel Fire Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-16,19,Carmel Fire Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-17,17,Carmel Fire Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-18,30,Carmel Fire Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-19,22,Carmel Fire Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-20,14,Carmel Fire Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-21,13,Carmel Fire Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-22,28,Carmel Fire Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-23,23,Carmel Fire Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-24,15,Carmel Fire Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-25,22,Carmel Fire Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-26,27,Carmel Fire Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-27,20,Carmel Fire Department,2019,April,Saturday,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-28,25,Carmel Fire Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-29,19,Carmel Fire Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-30,16,Carmel Fire Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,16,Carmel Fire Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-02,30,Carmel Fire Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-03,20,Carmel Fire Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-04,20,Carmel Fire Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-05,24,Carmel Fire Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-06,24,Carmel Fire Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-07,19,Carmel Fire Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-08,23,Carmel Fire Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-09,24,Carmel Fire Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-10,27,Carmel Fire Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-11,16,Carmel Fire Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-12,14,Carmel Fire Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-13,30,Carmel Fire Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-14,25,Carmel Fire Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-15,27,Carmel Fire Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-18,34,Carmel Fire Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-19,19,Carmel Fire Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-20,23,Carmel Fire Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-21,19,Carmel Fire Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-22,26,Carmel Fire Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-23,22,Carmel Fire Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-24,25,Carmel Fire Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-25,23,Carmel Fire Department,2019,May,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-26,18,Carmel Fire Department,2019,May,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-27,18,Carmel Fire Department,2019,May,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-28,26,Carmel Fire Department,2019,May,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-29,29,Carmel Fire Department,2019,May,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-30,27,Carmel Fire Department,2019,May,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-05-31,29,Carmel Fire Department,2019,May,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-06-01,11,Carmel Fire Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-02,11,Carmel Fire Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-03,24,Carmel Fire Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-04,18,Carmel Fire Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-05,13,Carmel Fire Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-06,24,Carmel Fire Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-07,18,Carmel Fire Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-08,11,Carmel Fire Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-09,17,Carmel Fire Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-10,19,Carmel Fire Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-11,19,Carmel Fire Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-12,17,Carmel Fire Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-13,13,Carmel Fire Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-14,23,Carmel Fire Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-15,25,Carmel Fire Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-16,20,Carmel Fire Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-17,26,Carmel Fire Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-18,22,Carmel Fire Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-19,23,Carmel Fire Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-20,20,Carmel Fire Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-21,28,Carmel Fire Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-22,28,Carmel Fire Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-23,13,Carmel Fire Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-24,20,Carmel Fire Department,2019,June,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-25,27,Carmel Fire Department,2019,June,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-26,20,Carmel Fire Department,2019,June,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-27,33,Carmel Fire Department,2019,June,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-28,17,Carmel Fire Department,2019,June,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-29,23,Carmel Fire Department,2019,June,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-06-30,20,Carmel Fire Department,2019,June,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-02-03,5,Cicero Fire Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-04,2,Cicero Fire Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-05,2,Cicero Fire Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-06,1,Cicero Fire Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-07,1,Cicero Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-08,2,Cicero Fire Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-14,1,Cicero Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-15,1,Cicero Fire Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-16,3,Cicero Fire Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-17,1,Cicero Fire Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-18,1,Cicero Fire Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-19,1,Cicero Fire Department,2019,February,Tuesday,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-20,5,Cicero Fire Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-21,2,Cicero Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-22,3,Cicero Fire Department,2019,February,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-23,4,Cicero Fire Department,2019,February,Saturday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-24,3,Cicero Fire Department,2019,February,Sunday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-25,3,Cicero Fire Department,2019,February,Monday,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-27,1,Cicero Fire Department,2019,February,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2019-02-28,1,Cicero Fire Department,2019,February,Thursday,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-03-01,1,Cicero Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-04,2,Cicero Fire Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-05,3,Cicero Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-06,2,Cicero Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-07,1,Cicero Fire Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-08,1,Cicero Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-09,5,Cicero Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-10,1,Cicero Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-11,1,Cicero Fire Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-12,1,Cicero Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-13,2,Cicero Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-14,3,Cicero Fire Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-16,3,Cicero Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-17,2,Cicero Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-19,1,Cicero Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-20,4,Cicero Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-22,3,Cicero Fire Department,2019,March,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-25,3,Cicero Fire Department,2019,March,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-26,1,Cicero Fire Department,2019,March,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-27,2,Cicero Fire Department,2019,March,Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-28,4,Cicero Fire Department,2019,March,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-30,2,Cicero Fire Department,2019,March,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-03-31,3,Cicero Fire Department,2019,March,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-04-01,2,Cicero Fire Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-02,1,Cicero Fire Department,2019,April,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-03,2,Cicero Fire Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-04,1,Cicero Fire Department,2019,April,Thursday,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-05,1,Cicero Fire Department,2019,April,Friday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-07,1,Cicero Fire Department,2019,April,Sunday,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-08,2,Cicero Fire Department,2019,April,Monday,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04-10,2,Cicero Fire Department,2019,April,Wednesday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
